"DATE","state","land_rig_count"
2005-08-26,"Mass.",0
2005-09-02,"Mass.",0
2005-09-09,"Mass.",0
2005-09-16,"Mass.",0
2005-09-23,"Mass.",0
2005-09-30,"Mass.",0
2005-10-07,"Mass.",0
2005-10-14,"Mass.",0
2005-10-21,"Mass.",0
2005-10-28,"Mass.",0
2005-11-04,"Mass.",0
2005-11-11,"Mass.",0
2005-11-18,"Mass.",0
2005-11-23,"Mass.",0
2005-12-02,"Mass.",0
2005-12-09,"Mass.",0
2005-12-16,"Mass.",0
2005-12-22,"Mass.",0
2005-12-30,"Mass.",0
2006-01-06,"Mass.",0
2006-01-13,"Mass.",0
2006-01-20,"Mass.",0
2006-01-27,"Mass.",0
2006-02-03,"Mass.",0
2006-02-10,"Mass.",0
2006-02-17,"Mass.",0
2006-02-24,"Mass.",0
2006-03-03,"Mass.",0
2006-03-10,"Mass.",0
2006-03-17,"Mass.",0
2006-03-24,"Mass.",0
2006-03-31,"Mass.",0
2006-04-07,"Mass.",0
2006-04-13,"Mass.",0
2006-04-21,"Mass.",0
2006-04-28,"Mass.",0
2006-05-05,"Mass.",0
2006-05-12,"Mass.",0
2006-05-19,"Mass.",0
2006-05-26,"Mass.",0
2006-06-02,"Mass.",0
2006-06-09,"Mass.",0
2006-06-16,"Mass.",0
2006-06-23,"Mass.",0
2006-06-30,"Mass.",0
2006-07-07,"Mass.",0
2006-07-14,"Mass.",0
2006-07-21,"Mass.",0
2006-07-28,"Mass.",0
2006-08-04,"Mass.",0
2006-08-11,"Mass.",0
2006-08-18,"Mass.",0
2006-08-25,"Mass.",0
2006-09-01,"Mass.",0
2006-09-08,"Mass.",0
2006-09-15,"Mass.",0
2006-09-22,"Mass.",0
2006-09-29,"Mass.",0
2006-10-06,"Mass.",0
2006-10-13,"Mass.",0
2006-10-20,"Mass.",0
2006-10-27,"Mass.",0
2006-11-03,"Mass.",0
2006-11-10,"Mass.",0
2006-11-17,"Mass.",0
2006-11-22,"Mass.",0
2006-12-01,"Mass.",0
2006-12-08,"Mass.",0
2006-12-15,"Mass.",0
2006-12-22,"Mass.",0
2006-12-29,"Mass.",0
2007-01-05,"Mass.",0
2007-01-12,"Mass.",0
2007-01-19,"Mass.",0
2007-01-26,"Mass.",0
2007-02-02,"Mass.",0
2007-02-09,"Mass.",0
2007-02-16,"Mass.",0
2007-02-23,"Mass.",0
2007-03-02,"Mass.",0
2007-03-09,"Mass.",0
2007-03-16,"Mass.",0
2007-03-23,"Mass.",0
2007-03-30,"Mass.",0
2007-04-06,"Mass.",0
2007-04-13,"Mass.",0
2007-04-20,"Mass.",0
2007-04-27,"Mass.",0
2007-05-04,"Mass.",0
2007-05-11,"Mass.",0
2007-05-18,"Mass.",0
2007-05-25,"Mass.",0
2007-06-01,"Mass.",0
2007-06-08,"Mass.",0
2007-06-15,"Mass.",0
2007-06-22,"Mass.",0
2007-06-29,"Mass.",0
2007-07-06,"Mass.",0
2007-07-13,"Mass.",0
2007-07-20,"Mass.",0
2007-07-27,"Mass.",0
2007-08-03,"Mass.",0
2007-08-10,"Mass.",0
2007-08-17,"Mass.",0
2007-08-24,"Mass.",0
2007-08-31,"Mass.",0
2007-09-07,"Mass.",0
2007-09-14,"Mass.",0
2007-09-21,"Mass.",0
2007-09-28,"Mass.",0
2007-10-05,"Mass.",0
2007-10-12,"Mass.",0
2007-10-19,"Mass.",0
2007-10-26,"Mass.",0
2007-11-02,"Mass.",0
2007-11-09,"Mass.",0
2007-11-16,"Mass.",0
2007-11-21,"Mass.",0
2007-11-30,"Mass.",0
2007-12-07,"Mass.",0
2007-12-14,"Mass.",0
2007-12-21,"Mass.",0
2007-12-28,"Mass.",0
2008-01-04,"Mass.",0
2008-01-11,"Mass.",0
2008-01-18,"Mass.",0
2008-01-25,"Mass.",0
2008-02-01,"Mass.",0
2008-02-08,"Mass.",0
2008-02-15,"Mass.",0
2008-02-22,"Mass.",0
2008-02-29,"Mass.",0
2008-03-07,"Mass.",0
2008-03-14,"Mass.",0
2008-03-21,"Mass.",0
2008-03-28,"Mass.",0
2008-04-04,"Mass.",0
2008-04-11,"Mass.",0
2008-04-18,"Mass.",0
2008-04-25,"Mass.",0
2008-05-02,"Mass.",0
2008-05-09,"Mass.",0
2008-05-16,"Mass.",0
2008-05-23,"Mass.",0
2008-05-30,"Mass.",0
2008-06-06,"Mass.",0
2008-06-13,"Mass.",0
2008-06-20,"Mass.",0
2008-06-27,"Mass.",0
2008-07-04,"Mass.",0
2008-07-11,"Mass.",0
2008-07-18,"Mass.",0
2008-07-25,"Mass.",0
2008-08-01,"Mass.",0
2008-08-08,"Mass.",0
2008-08-15,"Mass.",0
2008-08-22,"Mass.",0
2008-08-29,"Mass.",0
2008-09-05,"Mass.",0
2008-09-12,"Mass.",0
2008-09-19,"Mass.",0
2008-09-26,"Mass.",0
2008-10-03,"Mass.",0
2008-10-10,"Mass.",0
2008-10-17,"Mass.",0
2008-10-24,"Mass.",0
2008-10-31,"Mass.",0
2008-11-07,"Mass.",0
2008-11-14,"Mass.",0
2008-11-21,"Mass.",0
2008-11-26,"Mass.",0
2008-12-05,"Mass.",0
2008-12-12,"Mass.",0
2008-12-19,"Mass.",0
2008-12-26,"Mass.",0
2009-01-02,"Mass.",0
2009-01-09,"Mass.",0
2009-01-16,"Mass.",0
2009-01-23,"Mass.",0
2009-01-30,"Mass.",0
2009-02-06,"Mass.",0
2009-02-13,"Mass.",0
2009-02-20,"Mass.",0
2009-02-27,"Mass.",0
2009-03-06,"Mass.",0
2009-03-13,"Mass.",0
2009-03-20,"Mass.",0
2009-03-27,"Mass.",0
2009-04-03,"Mass.",0
2009-04-09,"Mass.",0
2009-04-17,"Mass.",0
2009-04-24,"Mass.",0
2009-05-01,"Mass.",0
2009-05-08,"Mass.",0
2009-05-15,"Mass.",0
2009-05-22,"Mass.",0
2009-05-29,"Mass.",0
2009-06-05,"Mass.",0
2009-06-12,"Mass.",0
2009-06-19,"Mass.",0
2009-06-26,"Mass.",0
2009-07-02,"Mass.",0
2009-07-10,"Mass.",0
2009-07-11,"Mass.",0
2009-07-24,"Mass.",0
2009-07-31,"Mass.",0
2009-08-07,"Mass.",0
2009-08-14,"Mass.",0
2009-08-21,"Mass.",0
2009-08-28,"Mass.",0
2009-09-04,"Mass.",0
2009-09-11,"Mass.",0
2009-09-18,"Mass.",0
2009-09-25,"Mass.",0
2009-10-02,"Mass.",0
2009-10-09,"Mass.",0
2009-10-16,"Mass.",0
2009-10-23,"Mass.",0
2009-10-30,"Mass.",0
2009-11-06,"Mass.",0
2009-11-13,"Mass.",0
2009-11-20,"Mass.",0
2009-11-25,"Mass.",0
2009-12-04,"Mass.",0
2009-12-11,"Mass.",0
2009-12-18,"Mass.",0
2009-12-23,"Mass.",0
2009-12-31,"Mass.",0
2010-01-08,"Mass.",0
2010-01-15,"Mass.",0
2010-01-22,"Mass.",0
2010-01-29,"Mass.",0
2010-02-05,"Mass.",0
2010-02-12,"Mass.",0
2010-02-19,"Mass.",0
2010-02-26,"Mass.",0
2010-03-05,"Mass.",0
2010-03-12,"Mass.",0
2010-03-19,"Mass.",0
2010-03-26,"Mass.",0
2010-04-01,"Mass.",0
2010-04-09,"Mass.",0
2010-04-16,"Mass.",0
2010-04-23,"Mass.",0
2010-04-30,"Mass.",0
2010-05-07,"Mass.",0
2010-05-14,"Mass.",0
2010-05-21,"Mass.",0
2010-05-28,"Mass.",0
2010-06-04,"Mass.",0
2010-06-11,"Mass.",0
2010-06-18,"Mass.",0
2010-06-25,"Mass.",0
2010-07-02,"Mass.",0
2010-07-09,"Mass.",0
2010-07-16,"Mass.",0
2010-07-23,"Mass.",0
2010-07-30,"Mass.",0
2010-08-06,"Mass.",0
2010-08-13,"Mass.",0
2010-08-20,"Mass.",0
2010-08-27,"Mass.",0
2010-09-03,"Mass.",0
2010-09-10,"Mass.",0
2010-09-17,"Mass.",0
2010-09-24,"Mass.",0
2010-10-01,"Mass.",0
2010-10-08,"Mass.",0
2010-10-15,"Mass.",0
2010-10-22,"Mass.",0
2010-10-29,"Mass.",0
2010-11-05,"Mass.",0
2010-11-12,"Mass.",0
2010-11-19,"Mass.",0
2010-11-24,"Mass.",0
2010-12-03,"Mass.",0
2010-12-10,"Mass.",0
2010-12-17,"Mass.",0
2010-12-22,"Mass.",0
2010-12-30,"Mass.",0
2011-01-07,"Mass.",0
2011-01-14,"Mass.",0
2011-01-21,"Mass.",0
2011-01-28,"Mass.",0
2011-02-04,"Mass.",0
2011-02-11,"Mass.",0
2011-02-18,"Mass.",0
2011-02-25,"Mass.",0
2011-03-04,"Mass.",0
2011-03-11,"Mass.",0
2011-03-18,"Mass.",0
2011-03-25,"Mass.",0
2011-04-01,"Mass.",0
2011-04-08,"Mass.",0
2011-04-15,"Mass.",0
2011-04-21,"Mass.",0
2011-04-29,"Mass.",0
2011-05-06,"Mass.",0
2011-05-13,"Mass.",0
2011-05-20,"Mass.",0
2011-05-27,"Mass.",0
2011-06-03,"Mass.",0
2011-06-10,"Mass.",0
2011-06-17,"Mass.",0
2011-06-24,"Mass.",0
2011-07-01,"Mass.",0
2011-07-08,"Mass.",0
2011-07-15,"Mass.",0
2011-07-22,"Mass.",0
2011-07-29,"Mass.",0
2011-08-05,"Mass.",0
2011-08-12,"Mass.",0
2011-08-19,"Mass.",0
2011-08-26,"Mass.",0
2011-09-02,"Mass.",0
2011-09-09,"Mass.",0
2011-09-16,"Mass.",0
2011-09-23,"Mass.",0
2011-09-30,"Mass.",0
2011-10-07,"Mass.",0
2011-10-14,"Mass.",0
2011-10-21,"Mass.",0
2011-10-28,"Mass.",0
2011-11-04,"Mass.",0
2011-11-11,"Mass.",0
2011-11-18,"Mass.",0
2011-11-25,"Mass.",0
2011-12-02,"Mass.",0
2011-12-09,"Mass.",0
2011-12-16,"Mass.",0
2011-12-22,"Mass.",0
2011-12-29,"Mass.",0
2012-01-06,"Mass.",0
2012-01-13,"Mass.",0
2012-01-20,"Mass.",0
2012-01-27,"Mass.",0
2012-02-03,"Mass.",0
2012-02-10,"Mass.",0
2012-02-17,"Mass.",0
2012-02-24,"Mass.",0
2012-03-02,"Mass.",0
2012-03-09,"Mass.",0
2012-03-16,"Mass.",0
2012-03-23,"Mass.",0
2012-03-30,"Mass.",0
2012-04-05,"Mass.",0
2012-04-13,"Mass.",0
2012-04-20,"Mass.",0
2012-04-27,"Mass.",0
2012-05-04,"Mass.",0
2012-05-11,"Mass.",0
2012-05-18,"Mass.",0
2012-05-25,"Mass.",0
2012-06-01,"Mass.",0
2012-06-08,"Mass.",0
2012-06-15,"Mass.",0
2012-06-22,"Mass.",0
2012-06-29,"Mass.",0
2012-07-06,"Mass.",0
2012-07-13,"Mass.",0
2012-07-20,"Mass.",0
2012-07-27,"Mass.",0
2012-08-03,"Mass.",0
2012-08-10,"Mass.",0
2012-08-17,"Mass.",0
2012-08-24,"Mass.",0
2012-08-31,"Mass.",0
2012-09-07,"Mass.",0
2012-09-14,"Mass.",0
2012-09-21,"Mass.",0
2012-09-28,"Mass.",0
2012-10-05,"Mass.",0
2012-10-12,"Mass.",0
2012-10-19,"Mass.",0
2012-10-26,"Mass.",0
2012-11-02,"Mass.",0
2012-11-09,"Mass.",0
2012-11-16,"Mass.",0
2012-11-21,"Mass.",0
2012-11-30,"Mass.",0
2012-12-07,"Mass.",0
2012-12-14,"Mass.",0
2012-12-21,"Mass.",0
2012-12-28,"Mass.",0
2013-01-04,"Mass.",0
2013-01-11,"Mass.",0
2013-01-18,"Mass.",0
2013-01-25,"Mass.",0
2013-02-01,"Mass.",0
2013-02-08,"Mass.",0
2013-02-15,"Mass.",0
2013-02-22,"Mass.",0
2013-03-01,"Mass.",0
2013-03-08,"Mass.",0
2013-03-15,"Mass.",0
2013-03-22,"Mass.",0
2013-03-28,"Mass.",0
2013-04-05,"Mass.",0
2013-04-12,"Mass.",0
2013-04-19,"Mass.",0
2013-04-26,"Mass.",0
2013-05-03,"Mass.",0
2013-05-10,"Mass.",0
2013-05-17,"Mass.",0
2013-05-24,"Mass.",0
2013-05-31,"Mass.",0
2013-06-07,"Mass.",0
2013-06-14,"Mass.",0
2013-06-21,"Mass.",0
2013-06-28,"Mass.",0
2013-07-03,"Mass.",0
2013-07-12,"Mass.",0
2013-07-19,"Mass.",0
2013-07-26,"Mass.",0
2013-08-02,"Mass.",0
2013-08-09,"Mass.",0
2013-08-16,"Mass.",0
2013-08-23,"Mass.",0
2013-08-30,"Mass.",0
2013-09-06,"Mass.",0
2013-09-13,"Mass.",0
2013-09-20,"Mass.",0
2013-09-27,"Mass.",0
2013-10-04,"Mass.",0
2013-10-11,"Mass.",0
2013-10-18,"Mass.",0
2013-10-25,"Mass.",0
2013-11-01,"Mass.",0
2013-11-08,"Mass.",0
2013-11-15,"Mass.",0
2013-11-22,"Mass.",0
2013-11-27,"Mass.",0
2013-12-06,"Mass.",0
2013-12-13,"Mass.",0
2013-12-20,"Mass.",0
2013-12-27,"Mass.",0
2014-01-03,"Mass.",0
2014-01-10,"Mass.",0
2014-01-17,"Mass.",0
2014-01-24,"Mass.",0
2014-01-31,"Mass.",0
2014-02-07,"Mass.",0
2014-02-14,"Mass.",0
2014-02-21,"Mass.",0
2014-02-28,"Mass.",0
2014-03-07,"Mass.",0
2014-03-14,"Mass.",0
2014-03-21,"Mass.",0
2014-03-28,"Mass.",0
2014-04-04,"Mass.",0
2014-04-11,"Mass.",0
2014-04-17,"Mass.",0
2014-04-25,"Mass.",0
2014-05-02,"Mass.",0
2014-05-09,"Mass.",0
2014-05-16,"Mass.",0
2014-05-23,"Mass.",0
2014-05-30,"Mass.",0
2014-06-06,"Mass.",0
2014-06-13,"Mass.",0
2014-06-20,"Mass.",0
2014-06-27,"Mass.",0
2014-07-03,"Mass.",0
2014-07-11,"Mass.",0
2014-07-18,"Mass.",0
2014-07-25,"Mass.",0
2014-08-01,"Mass.",0
2014-08-08,"Mass.",0
2014-08-15,"Mass.",0
2014-08-22,"Mass.",0
2014-08-29,"Mass.",0
2014-09-05,"Mass.",0
2014-09-12,"Mass.",0
2014-09-19,"Mass.",0
2014-09-26,"Mass.",0
2014-10-03,"Mass.",0
2014-10-10,"Mass.",0
2014-10-17,"Mass.",0
2014-10-24,"Mass.",0
2014-10-31,"Mass.",0
2014-11-07,"Mass.",0
2014-11-14,"Mass.",0
2014-11-21,"Mass.",0
2014-11-26,"Mass.",0
2014-12-05,"Mass.",0
2014-12-12,"Mass.",0
2014-12-19,"Mass.",0
2014-12-26,"Mass.",0
2015-01-02,"Mass.",0
2015-01-09,"Mass.",0
2015-01-16,"Mass.",0
2015-01-23,"Mass.",0
2015-01-30,"Mass.",0
2015-02-06,"Mass.",0
2015-02-13,"Mass.",0
2015-02-20,"Mass.",0
2015-02-27,"Mass.",0
2015-03-06,"Mass.",0
2015-03-13,"Mass.",0
2015-03-20,"Mass.",0
2015-03-27,"Mass.",0
2015-04-02,"Mass.",0
2015-04-10,"Mass.",0
2015-04-17,"Mass.",0
2015-04-24,"Mass.",0
2015-05-01,"Mass.",0
2015-05-08,"Mass.",0
2015-05-15,"Mass.",0
2015-05-22,"Mass.",0
2015-05-29,"Mass.",0
2015-06-05,"Mass.",0
2015-06-12,"Mass.",0
2015-06-19,"Mass.",0
2015-06-26,"Mass.",0
2015-07-02,"Mass.",0
2015-07-10,"Mass.",0
2015-07-17,"Mass.",0
2015-07-24,"Mass.",0
2015-07-31,"Mass.",0
2015-08-07,"Mass.",0
2015-08-14,"Mass.",0
2015-08-21,"Mass.",0
2015-08-28,"Mass.",0
2015-09-04,"Mass.",0
2015-09-11,"Mass.",0
2015-09-18,"Mass.",0
2015-09-25,"Mass.",0
2015-10-02,"Mass.",0
2015-10-09,"Mass.",0
2015-10-16,"Mass.",0
2015-10-23,"Mass.",0
2015-10-30,"Mass.",0
2015-11-06,"Mass.",0
2015-11-13,"Mass.",0
2015-11-20,"Mass.",0
2015-11-25,"Mass.",0
2015-12-04,"Mass.",0
2015-12-11,"Mass.",0
2015-12-18,"Mass.",0
2015-12-23,"Mass.",0
2015-12-31,"Mass.",0
2016-01-08,"Mass.",0
2016-01-15,"Mass.",0
2016-01-22,"Mass.",0
2016-01-29,"Mass.",0
2016-02-05,"Mass.",0
2016-02-12,"Mass.",0
2016-02-19,"Mass.",0
2016-02-26,"Mass.",0
2016-03-04,"Mass.",0
2016-03-11,"Mass.",0
2016-03-18,"Mass.",0
2016-03-24,"Mass.",0
2016-04-01,"Mass.",0
2016-04-08,"Mass.",0
2016-04-15,"Mass.",0
2016-04-22,"Mass.",0
2016-04-29,"Mass.",0
2016-05-06,"Mass.",0
2016-05-13,"Mass.",0
2016-05-20,"Mass.",0
2016-05-27,"Mass.",0
2016-06-03,"Mass.",0
2016-06-10,"Mass.",0
2016-06-17,"Mass.",0
2016-06-24,"Mass.",0
2016-07-01,"Mass.",0
2016-07-08,"Mass.",0
2016-07-15,"Mass.",0
2016-07-22,"Mass.",0
2016-07-29,"Mass.",0
2016-08-05,"Mass.",0
2016-08-12,"Mass.",0
2016-08-19,"Mass.",0
2016-08-26,"Mass.",0
2016-09-02,"Mass.",0
2016-09-09,"Mass.",0
2016-09-16,"Mass.",0
2016-09-23,"Mass.",0
2016-09-30,"Mass.",0
2016-10-07,"Mass.",0
2016-10-14,"Mass.",0
2016-10-21,"Mass.",0
2016-10-28,"Mass.",0
2016-11-04,"Mass.",0
2016-11-11,"Mass.",0
2016-11-18,"Mass.",0
2016-11-23,"Mass.",0
2016-12-02,"Mass.",0
2016-12-09,"Mass.",0
2016-12-16,"Mass.",0
2016-12-23,"Mass.",0
2016-12-30,"Mass.",0
2017-01-06,"Mass.",0
2017-01-13,"Mass.",0
2017-01-20,"Mass.",0
2017-01-27,"Mass.",0
2017-02-03,"Mass.",0
2017-02-10,"Mass.",0
2017-02-17,"Mass.",0
2017-02-24,"Mass.",0
2017-03-03,"Mass.",0
2017-03-10,"Mass.",0
2017-03-17,"Mass.",0
2017-03-24,"Mass.",0
2017-03-31,"Mass.",0
2017-04-07,"Mass.",0
2017-04-13,"Mass.",0
2017-04-21,"Mass.",0
2017-04-28,"Mass.",0
2017-05-05,"Mass.",0
2017-05-12,"Mass.",0
2017-05-19,"Mass.",0
2017-05-26,"Mass.",0
2017-06-02,"Mass.",0
2017-06-09,"Mass.",0
2017-06-16,"Mass.",0
2017-06-23,"Mass.",0
2017-06-30,"Mass.",0
2017-07-07,"Mass.",0
2017-07-14,"Mass.",0
2017-07-21,"Mass.",0
2017-07-28,"Mass.",0
2017-08-04,"Mass.",0
2017-08-11,"Mass.",0
2017-08-18,"Mass.",0
2017-08-25,"Mass.",0
2017-09-01,"Mass.",0
2017-09-08,"Mass.",0
2017-09-15,"Mass.",0
2017-09-22,"Mass.",0
2017-09-29,"Mass.",0
2017-10-06,"Mass.",0
2017-10-13,"Mass.",0
2017-10-20,"Mass.",0
2017-10-27,"Mass.",0
2017-11-03,"Mass.",0
2017-11-10,"Mass.",0
2017-11-17,"Mass.",0
2017-11-22,"Mass.",0
2017-12-01,"Mass.",0
2017-12-08,"Mass.",0
2017-12-15,"Mass.",0
2017-12-22,"Mass.",0
2017-12-29,"Mass.",0
2018-01-05,"Mass.",0
2018-01-12,"Mass.",0
2018-01-19,"Mass.",0
2018-01-26,"Mass.",0
2018-02-02,"Mass.",0
2018-02-09,"Mass.",0
2018-02-16,"Mass.",0
2018-02-23,"Mass.",0
2018-03-02,"Mass.",0
2018-03-09,"Mass.",0
2018-03-16,"Mass.",0
2018-03-23,"Mass.",0
2018-03-29,"Mass.",0
2018-04-06,"Mass.",0
2018-04-13,"Mass.",0
2018-04-20,"Mass.",0
2018-04-27,"Mass.",0
2018-05-04,"Mass.",0
2018-05-11,"Mass.",0
2018-05-18,"Mass.",0
2018-05-25,"Mass.",0
2018-06-01,"Mass.",0
2018-06-08,"Mass.",0
2018-06-15,"Mass.",0
2018-06-22,"Mass.",0
2018-06-29,"Mass.",0
2018-07-06,"Mass.",0
2018-07-13,"Mass.",0
2018-07-20,"Mass.",0
2018-07-27,"Mass.",0
2018-08-03,"Mass.",0
2018-08-10,"Mass.",0
2018-08-17,"Mass.",0
2018-08-24,"Mass.",0
2018-08-31,"Mass.",0
2018-09-07,"Mass.",0
2018-09-14,"Mass.",0
2018-09-21,"Mass.",0
2018-09-28,"Mass.",0
2018-10-05,"Mass.",0
2018-10-12,"Mass.",0
2018-10-19,"Mass.",0
2018-10-26,"Mass.",0
2018-11-02,"Mass.",0
2018-11-09,"Mass.",0
2018-11-16,"Mass.",0
2018-11-21,"Mass.",0
2018-11-30,"Mass.",0
2018-12-07,"Mass.",0
2018-12-14,"Mass.",0
2018-12-21,"Mass.",0
2018-12-28,"Mass.",0
2019-01-04,"Mass.",0
2019-01-11,"Mass.",0
2019-01-18,"Mass.",0
2019-01-25,"Mass.",0
2019-02-01,"Mass.",0
2019-02-08,"Mass.",0
2019-02-15,"Mass.",0
2019-02-22,"Mass.",0
2019-03-01,"Mass.",0
2019-03-08,"Mass.",0
2019-03-15,"Mass.",0
2019-03-22,"Mass.",0
2019-03-29,"Mass.",0
2019-04-05,"Mass.",0
2019-04-12,"Mass.",0
2019-04-18,"Mass.",0
2019-04-26,"Mass.",0
2019-05-03,"Mass.",0
2019-05-10,"Mass.",0
2019-05-17,"Mass.",0
2019-05-24,"Mass.",0
2019-05-31,"Mass.",0
2019-06-07,"Mass.",0
2019-06-14,"Mass.",0
2019-06-21,"Mass.",0
2019-06-28,"Mass.",0
2019-07-03,"Mass.",0
2019-07-12,"Mass.",0
2019-07-19,"Mass.",0
2019-07-26,"Mass.",0
2019-08-02,"Mass.",0
2019-08-09,"Mass.",0
2019-08-16,"Mass.",0
2019-08-23,"Mass.",0
2019-08-30,"Mass.",0
2019-09-06,"Mass.",0
2019-09-13,"Mass.",0
2019-09-20,"Mass.",0
2019-09-27,"Mass.",0
2019-10-04,"Mass.",0
2019-10-11,"Mass.",0
2019-10-18,"Mass.",0
2019-10-25,"Mass.",0
2019-11-01,"Mass.",0
2019-11-08,"Mass.",0
2019-11-15,"Mass.",0
2019-11-22,"Mass.",0
2019-11-27,"Mass.",0
2019-12-06,"Mass.",0
2019-12-13,"Mass.",0
2019-12-20,"Mass.",0
2019-12-27,"Mass.",0
2020-01-03,"Mass.",0
2020-01-10,"Mass.",0
2020-01-17,"Mass.",0
2020-01-24,"Mass.",0
2020-01-31,"Mass.",0
2020-02-07,"Mass.",0
2020-02-14,"Mass.",0
2020-02-21,"Mass.",0
2020-02-28,"Mass.",0
2020-03-06,"Mass.",0
2020-03-13,"Mass.",0
2020-03-20,"Mass.",0
2020-03-27,"Mass.",0
2020-04-03,"Mass.",0
2020-04-09,"Mass.",0
2000-01-07,"Michigan",2
2000-01-14,"Michigan",2
2000-01-21,"Michigan",2
2000-01-28,"Michigan",2
2000-02-04,"Michigan",2
2000-02-11,"Michigan",3
2000-02-18,"Michigan",3
2000-02-25,"Michigan",3
2000-03-03,"Michigan",3
2000-03-10,"Michigan",1
2000-03-17,"Michigan",1
2000-03-24,"Michigan",2
2000-03-31,"Michigan",2
2000-04-07,"Michigan",2
2000-04-14,"Michigan",2
2000-04-20,"Michigan",2
2000-04-28,"Michigan",2
2000-05-05,"Michigan",2
2000-05-12,"Michigan",2
2000-05-19,"Michigan",2
2000-05-26,"Michigan",2
2000-06-02,"Michigan",2
2000-06-09,"Michigan",2
2000-06-16,"Michigan",2
2000-06-23,"Michigan",3
2000-06-30,"Michigan",3
2000-07-07,"Michigan",3
2000-07-14,"Michigan",3
2000-07-21,"Michigan",3
2000-07-28,"Michigan",3
2000-08-04,"Michigan",3
2000-08-11,"Michigan",3
2000-08-18,"Michigan",3
2000-08-25,"Michigan",3
2000-09-01,"Michigan",4
2000-09-08,"Michigan",4
2000-09-15,"Michigan",4
2000-09-22,"Michigan",4
2000-09-29,"Michigan",4
2000-10-06,"Michigan",4
2000-10-13,"Michigan",4
2000-10-20,"Michigan",4
2000-10-27,"Michigan",4
2000-11-03,"Michigan",2
2000-11-10,"Michigan",2
2000-11-17,"Michigan",1
2000-11-22,"Michigan",1
2000-12-01,"Michigan",1
2000-12-08,"Michigan",1
2000-12-15,"Michigan",1
2000-12-21,"Michigan",1
2000-12-29,"Michigan",1
2001-01-05,"Michigan",1
2001-01-12,"Michigan",1
2001-01-19,"Michigan",1
2001-01-26,"Michigan",1
2001-02-02,"Michigan",1
2001-02-09,"Michigan",1
2001-02-16,"Michigan",1
2001-02-23,"Michigan",1
2001-03-02,"Michigan",1
2001-03-09,"Michigan",1
2001-03-16,"Michigan",1
2001-03-23,"Michigan",1
2001-03-30,"Michigan",1
2001-04-06,"Michigan",1
2001-04-12,"Michigan",1
2001-04-20,"Michigan",1
2001-04-27,"Michigan",1
2001-05-04,"Michigan",1
2001-05-11,"Michigan",1
2001-05-18,"Michigan",1
2001-05-25,"Michigan",1
2001-06-01,"Michigan",1
2001-06-08,"Michigan",1
2001-06-15,"Michigan",1
2001-06-22,"Michigan",2
2001-06-29,"Michigan",2
2001-07-06,"Michigan",2
2001-07-13,"Michigan",2
2001-07-20,"Michigan",2
2001-07-27,"Michigan",2
2001-08-03,"Michigan",2
2001-08-10,"Michigan",2
2001-08-17,"Michigan",2
2001-08-24,"Michigan",2
2001-08-31,"Michigan",1
2001-09-07,"Michigan",1
2001-09-14,"Michigan",1
2001-09-21,"Michigan",1
2001-09-28,"Michigan",1
2001-10-05,"Michigan",1
2001-10-12,"Michigan",1
2001-10-19,"Michigan",1
2001-10-26,"Michigan",1
2001-11-02,"Michigan",1
2001-11-09,"Michigan",1
2001-11-16,"Michigan",1
2001-11-21,"Michigan",1
2001-11-30,"Michigan",1
2001-12-07,"Michigan",1
2001-12-14,"Michigan",1
2001-12-21,"Michigan",1
2001-12-28,"Michigan",1
2002-01-04,"Michigan",1
2002-01-11,"Michigan",1
2002-01-18,"Michigan",1
2002-01-25,"Michigan",1
2002-02-01,"Michigan",1
2002-02-08,"Michigan",1
2002-02-15,"Michigan",1
2002-02-22,"Michigan",1
2002-03-01,"Michigan",1
2002-03-08,"Michigan",1
2002-03-15,"Michigan",1
2002-03-22,"Michigan",1
2002-03-28,"Michigan",1
2002-04-05,"Michigan",1
2002-04-12,"Michigan",1
2002-04-19,"Michigan",1
2002-04-26,"Michigan",1
2002-05-03,"Michigan",1
2002-05-10,"Michigan",1
2002-05-17,"Michigan",1
2002-05-24,"Michigan",1
2002-05-31,"Michigan",1
2002-06-07,"Michigan",1
2002-06-14,"Michigan",1
2002-06-21,"Michigan",1
2002-06-28,"Michigan",1
2002-07-03,"Michigan",1
2002-07-12,"Michigan",1
2002-07-19,"Michigan",1
2002-07-26,"Michigan",1
2002-08-02,"Michigan",1
2002-08-09,"Michigan",1
2002-08-16,"Michigan",1
2002-08-23,"Michigan",1
2002-08-30,"Michigan",1
2002-09-06,"Michigan",1
2002-09-13,"Michigan",1
2002-09-20,"Michigan",1
2002-09-27,"Michigan",1
2002-10-04,"Michigan",1
2002-10-11,"Michigan",1
2002-10-18,"Michigan",1
2002-10-25,"Michigan",1
2002-11-01,"Michigan",1
2002-11-08,"Michigan",1
2002-11-15,"Michigan",1
2002-11-22,"Michigan",4
2002-11-27,"Michigan",3
2002-12-06,"Michigan",3
2002-12-13,"Michigan",3
2002-12-20,"Michigan",3
2002-12-27,"Michigan",3
2003-01-03,"Michigan",3
2003-01-10,"Michigan",3
2003-01-17,"Michigan",3
2003-01-24,"Michigan",3
2003-01-31,"Michigan",3
2003-02-07,"Michigan",1
2003-02-14,"Michigan",1
2003-02-21,"Michigan",0
2003-02-28,"Michigan",1
2003-03-07,"Michigan",2
2003-03-14,"Michigan",0
2003-03-21,"Michigan",0
